source	relation	target	status	note
FILE_MOVING_THROAT_OUTPUT	DOCUMENTS	PHYS_BRANCH_EXPORTER	source_anchor	File anchor documents this node.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_BRANCH_EXPORTER_REQUIRED	open_actual_branch	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_MATERIAL_CLOSURE_GAP	open	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	safe_interpretation_or_structural_patch	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_MIXED_RECIRCULATION_OPEN	open	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_PACKET_A_PACKET_B_SPLIT	open_branch_packets	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_PARENT_WALL_STATUS_SPLIT	strict_parent_fail_effective_wall_pass	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_RESPONSE_READOUT_DISCIPLINE	paper_facing_ontology_discipline	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE1_GEOMETRY_LIFT	effective_geometry_lift	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE2_AL_RECOVERY	exact_within_wall_action	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE3_BDG_SCHUR	exact_within_reduced_stable_modes	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	exact_within_reduced_mixed_kernel	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE022_P0_TARGET	exact_within_grouped_bridge	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE023_FULL_BUNDLE_RATIO	exact_within_reduced_bundle	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE024_O3_ISOTROPY	exact_angular_reduced	Source artifact anchors this claim.
FILE_PDE_AUDIT	OWNS_OR_ANCHORS_CLAIM	CLAIM_STAGE025_031_SELECTED_BRANCH	exact_within_selected_reduced_branch	Source artifact anchors this claim.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_BDG_SCHUR_KERNEL	source_anchor	Source artifact contains or supports EQ_BDG_SCHUR_KERNEL.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_COMPACT_L2_FINGERPRINT	source_anchor	Source artifact contains or supports EQ_COMPACT_L2_FINGERPRINT.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_FULL_BUNDLE_TARGET_SURFACE	source_anchor	Source artifact contains or supports EQ_FULL_BUNDLE_TARGET_SURFACE.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_GROUPED_RESPONSE_MOMENTS	source_anchor	Source artifact contains or supports EQ_GROUPED_RESPONSE_MOMENTS.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_LONGITUDINAL_IDENTITY	source_anchor	Source artifact contains or supports EQ_LONGITUDINAL_IDENTITY.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_MAXWELL_MIXED_TRANSFER	source_anchor	Source artifact contains or supports EQ_MAXWELL_MIXED_TRANSFER.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_MONOMIAL_QUOTIENT	source_anchor	Source artifact contains or supports EQ_MONOMIAL_QUOTIENT.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_P0_TARGET	source_anchor	Source artifact contains or supports EQ_P0_TARGET.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_PARENT_ACTION_CURRENT	source_anchor	Source artifact contains or supports EQ_PARENT_ACTION_CURRENT.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_PROJECTED_CONTINUITY	source_anchor	Source artifact contains or supports EQ_PROJECTED_CONTINUITY.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_WALL_MODAL_PDE	source_anchor	Source artifact contains or supports EQ_WALL_MODAL_PDE.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_WALL_P2_STIFFNESS	source_anchor	Source artifact contains or supports EQ_WALL_P2_STIFFNESS.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_WEAK_AXISYM_SIGNATURE	source_anchor	Source artifact contains or supports EQ_WEAK_AXISYM_SIGNATURE.
FILE_PDE_AUDIT	CONTAINS_EQUATION	EQ_XI1_PREF_SLOPE	source_anchor	Source artifact contains or supports EQ_XI1_PREF_SLOPE.
FILE_PDE_AUDIT	DOCUMENTS	MT_V2_01_PARENT_WALL_AUDIT	source_anchor	File anchor documents this node.
FILE_PDE_AUDIT	DOCUMENTS	PHYS_OPEN_FINITE_EXIT	source_anchor	File anchor documents this node.
FILE_PDE_AUDIT	DOCUMENTS	PHYS_RESPONSE_READOUTS	source_anchor	File anchor documents this node.
FILE_PDE_AUDIT	DOCUMENTS	PHYS_TARGET_BLIND_BRANCH_SELECTION	source_anchor	File anchor documents this node.
FILE_CIRCULATION_PACKAGE	OWNS_OR_ANCHORS_CLAIM	CLAIM_FLUXOID_SINGLE_VALUED_PSI_QUANTIZATION	exact_identity_audit	Circulation package Step 01 anchors this quantized phase-winding audit.
FILE_CIRCULATION_PACKAGE	OWNS_OR_ANCHORS_CLAIM	CLAIM_NO_UNIVERSAL_FORCE_FROM_FLUXOID	exact_negative_within_3d_closure_analysis	Circulation package Step 02 anchors the no-universal-force scope result.
FILE_CIRCULATION_PACKAGE	DOCUMENTS	DERIVATION_COAXIAL_NEUMANN_CURRENT_LOOP	exact_within_fixed_current_far_field_closure	Circulation package Step 03 documents the fixed-current Neumann loop derivation.
FILE_CIRCULATION_PACKAGE	OWNS_OR_ANCHORS_CLAIM	CLAIM_FACING_MOUTH_SWIRL_CONDITIONAL	exact_within_fixed_current_orientation_closure	Circulation package Step 04 anchors the facing-mouth local-swirl sign rule.
FILE_CIRCULATION_PACKAGE	DOCUMENTS	DERIVATION_VECTOR_DIPOLE_ORIENTATION_CROSSCHECK	exact_dipole_far_field_crosscheck	Circulation package Step 05 documents the vector dipole orientation cross-check.
FILE_CIRCULATION_PACKAGE	OWNS_OR_ANCHORS_CLAIM	CLAIM_MIXED_CIRCULATION_PLUMBING_CONDITIONAL	conditional_open_plumbing	Circulation package Step 06 anchors the Lambda_A-conditional mixed plumbing status.
FILE_PLASMA	OWNS_OR_ANCHORS_CLAIM	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Source artifact anchors this claim.
FILE_PLASMA	OWNS_OR_ANCHORS_CLAIM	CLAIM_PARENT_ACTION_CURRENT_EXACT	exact_parent_current	Source artifact anchors this claim.
FILE_PLASMA	OWNS_OR_ANCHORS_CLAIM	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	exact_projection_plus_controlled_hook	Source artifact anchors this claim.
FILE_PLASMA	OWNS_OR_ANCHORS_CLAIM	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	controlled_reduction	Source artifact anchors this claim.
FILE_PLASMA	CONTAINS_EQUATION	EQ_PROJECTED_CONTINUITY	source_anchor	Source artifact contains or supports EQ_PROJECTED_CONTINUITY.
FILE_PLASMA	DOCUMENTS	MATH_W_PROJECTION	source_anchor	File anchor documents this node.
FILE_PLASMA	DOCUMENTS	PHYS_MIXED_EM_CORE	source_anchor	File anchor documents this node.
FILE_PLASMA	DOCUMENTS	PHYS_SUPERFLUID_INTAKE_OUTPUT	source_anchor	File anchor documents this node.
LEPTON_HALF_INTEGER_CONDITIONAL	REFINES	OPEN_LEPTON_SPIN_DISCRETIZER	open	Half-integer spin route remains conditional on autonomous subbundle closure.
LEPTON_MASS_REDUCED_LEDGER	INTERPRETS	PHYS_INTERIOR_SUPPORT	reduced	Mass ledger is internal support/rest-energy branch data, not primitive mass.
LEPTON_MIXED_BERRY_ROTOR	REQUIRES	PHYS_MIXED_EM_CORE	conditional	Same-charge Berry rotor corridor requires mixed core channels to remain live.
MATH_BDG_SCHUR_COMPLEMENT	FORMALIZES	MT_STAGE3_BDG_COUPLING	reduced	Matches Stage-3 wall/BdG coupling kernel.
MATH_COMPACT_L2_OUTGOING_FINGERPRINT	FEEDS	OPEN_QUAD_NORMALIZATION	conditional	The i omega^5 coefficient feeds the quadrupole normalization target.
MATH_FLUXOID	SHOULD_NOT_IDENTIFY_WITH	PHYS_CHARGE_BRANCH	firewall	Circulation is magnetic/vortical, not electric charge.
MATH_FULL_BUNDLE_TARGET_SURFACE	REQUIRES	OPEN_ACTUAL_BRANCH_EXPORTER	open	Target surface can only be tested after branch exporter supplies frozen data.
MATH_GROUPED_PROJECTORS_GGRP	ORGANIZES	MT_STAGE023_FULL_GROUPED_BUNDLE	exact	Organizes the full grouped P2 bundle and anisotropy extraction.
MATH_LOCALIZED_MAXWELL_AM	CONTAINS	MATH_MIXED_FIELDS_EW_CA	exact	Mixed gauge-invariant fields remain in parent ontology.
MATH_LOCALIZED_MAXWELL_AM	REDUCES_TO	MATH_ZERO_MODE_MAXWELL	controlled	Axial gauge/zero-mode/far-field brane assumptions give 3+1 Maxwell.
MATH_LOCALIZED_MAXWELL_AM	AUDITED_BY	MT_V2_02_MAXWELL_GAUGE_AUDIT	audit	Gauge localization and gauge-fixing conventions audited.
MATH_LONGITUDINAL_IDENTITY	REDUCES_TO	MATH_POISSON_HOOK	controlled	Quasi-static/longitudinal regime gives Poisson hook.
MATH_MAXWELL_MIXED_KERNEL	FORMALIZES	MT_STAGE004_020_PROJECTED_MAXWELL	reduced	Matches Stage-4 port-active mixed-sector bridge.
MATH_MAXWELL_WEIGHTED_GAUGE_FIXING	PATCHES_OR_INTERPRETS	MATH_LOCALIZED_MAXWELL_AM	patch_or_safe_interpretation	Keeps localized Maxwell sector safe under chosen gauge-fixing convention.
MATH_MIXED_FIELDS_EW_CA	REDUCES_TO	MATH_MAXWELL_MIXED_KERNEL	reduced	Mixed fields feed reduced port-active Maxwell/mixed kernel.
MATH_MIXED_FIELDS_EW_CA	ENABLES	MT_STAGE004_020_PROJECTED_MAXWELL	exact/reduced	Mixed fields are the microscopic place for outgoing bridge.
MATH_MONOMIAL_QUOTIENT	ORGANIZES	MATH_XI1_PREF_SLOPE	exact_within_branch	Xi1 is a direct defect coordinate/prefactor slope within the quotient packet.
MATH_PARENT_ACTION_CURRENT	DERIVES	MATH_GNLS_PSI	exact	Variation gives GNLS matter equation and continuity.
MATH_PARENT_ACTION_CURRENT	DERIVES	MATH_LOCALIZED_MAXWELL_AM	exact	Variation gives localized Maxwell equation.
MATH_PARENT_ACTION_CURRENT	USES_AS_COUPLING_ARGUMENT	MATH_SIGMA_R_FIELD	exact coupling argument	Geometry currently enters through V_conf(Sigma).
MATH_PARENT_ACTION_CURRENT	AUDITED_BY	MT_V2_01_PARENT_WALL_AUDIT	audit	Audit checks whether Sigma/R is autonomous dynamical field.
MATH_POISSON_HOOK	FEEDS	PN_0_NEWTONIAN_HOOK	controlled	Poisson hook feeds Newtonian point-particle limit.
MATH_PROJECTED_CONTINUITY	DERIVES	MATH_LONGITUDINAL_IDENTITY	exact	Helmholtz split yields exact longitudinal identity.
MATH_QSTAR_QEFF	DISTINGUISHES_FROM	PHYS_MAGNETIC_VORTICAL_CIRCULATION	firewall	Charge dictionary must not be conflated with circulation.
MATH_SIGMA_R_FIELD	ORGANIZES	MT_STAGE1_GEOMETRY_LIFT	effective	Stage 1 uses Sigma/R to create distributed geometry field.
MATH_STF_SOURCE_MAP	NARROWS	OPEN_SOURCE_PORT_NORMALIZATION	open	Leaves radial/axial source/port normalization only.
MATH_WALL_ACTION_S_ETA	APPROXIMATES	MATH_PARENT_ACTION_PROMOTED	effective-to-parent patch	Quadratic wall action can be first approximation to promoted S_Sigma.
MATH_WALL_ACTION_S_ETA	REDUCES_TO	MT_STAGE2_BREATHING_REDUCTION	exact within closure	Axisymmetric two-mode truncation recovers old a,L closure.
MATH_WALL_MODAL_PDE	HAS_BOUNDARY_TERM	MATH_WALL_BOUNDARY_TRACTION	exact_if_closure	Boundary terms define driven/free/Dirichlet port conditions.
MATH_WALL_MODAL_PDE	IMPLIES_GATE	MATH_WALL_ENERGY_POSITIVITY	exact_if_closure	Wall PDE has local positivity gates.
MATH_WALL_MODAL_PDE	REDUCES_TO	MT_STAGE2_BREATHING_REDUCTION	exact_if_closure	Axisymmetric two-profile reduction recovers old a,L closure.
MATH_WALL_MODAL_PDE	SUPPORTS	PHYS_GROUPED_P2_SHAPE_RESPONSE	exact_if_closure	l=2 modes are literal wall/support modes.
MATH_WEAK_AXISYM_SPLITTING	FEEDS	OPEN_WEAK_AXISYM_ORBIT_LOCK	open	Weak-axisymmetric tangent/orbit-lock packet depends on this signature.
MATH_WEAK_FORM_BRANCH_EXTRACTOR	PREPARES	OPEN_EXECUTABLE_BRANCH_SOLVER	open	Schema is needed by executable branch solver.
MATH_W_PROJECTION	DERIVES	MATH_PROJECTED_CONTINUITY	exact	Projection of exact bulk continuity gives leakage source.
MATH_XI1_PREF_SLOPE	FEEDS	OPEN_WEAK_AXISYM_ORBIT_LOCK	open	Actual branch must export Xi1 or show orbit-lock.
MATH_ZERO_MODE_MAXWELL	SUPPRESSES_BUT_DOES_NOT_REMOVE	PHYS_MIXED_EM_CORE	firewall	Mixed channels suppressed only in far-field brane limit.
MT_STAGE1_GEOMETRY_LIFT	INTRODUCES	MATH_WALL_ACTION_S_ETA	effective	Stage 1 introduces minimal quadratic wall action as new ansatz.
MT_STAGE2_BREATHING_REDUCTION	FEEDS	MT_STAGE3_BDG_COUPLING	reduced	Wall modes then coupled to stable matter support modes.
MT_STAGE3_BDG_COUPLING	FEEDS	MT_STAGE004_020_PROJECTED_MAXWELL	exact_projection_derivation	BdG support data feeds the projection-first EM packet before the retained one-port adapter.
MT_STAGE004_020_PROJECTED_MAXWELL	CLOSED_BY	MT_STAGE021_REDUCED_ONE_PORT	retained_reduced_adapter	Projection-first EM derivation is closed for downstream response work by the retained one-port normal form.
MT_STAGE021_REDUCED_ONE_PORT	FEEDS	MT_STAGE022_GROUPED_P2_BRIDGE	exact_closure_adapter	One-lane outgoing transfer lifted to grouped P2 normalization language.
MT_STAGE022_GROUPED_P2_BRIDGE	GENERALIZES_TO	MT_STAGE023_FULL_GROUPED_BUNDLE	exact within bundle	Full 20/21/22 bundle and projectors.
MT_STAGE022_GROUPED_P2_BRIDGE	ISOLATES	OPEN_QUAD_NORMALIZATION	open	Invariant product mhat0²P0 is the remaining normalization target.
MT_STAGE022_GROUPED_P2_BRIDGE	SUPPORTS	PN_2_5_QUAD_NARROWING	reduced	Moving-throat bridge supplies exact reduced target mhat0²P0.
MT_STAGE023_FULL_GROUPED_BUNDLE	SPECIALIZES_TO	MT_STAGE024_OVERLAP_ISOTROPY	exact within O3 reduced kernel	O(3)-invariant overlap model collapses grouped lanes.
MT_STAGE023_FULL_GROUPED_BUNDLE	SUPPORTS	PN_5_FULL_BUNDLE_SURFACE	reduced	Full bundle target surface matches later 5PN/orbit-lock compression.
MT_STAGE023_FULL_GROUPED_BUNDLE	COMPRESSES_TO	READOUT_D0_C_P0_N2_N4	target packet	Full bundle exports compressed audit readouts.
MT_STAGE024_OVERLAP_ISOTROPY	NARROWS_TO	MT_STAGE025_MINIMAL_NORMALIZATION	reduced	Angular side closed; radial/axial normalization remains.
MT_STAGE024_OVERLAP_ISOTROPY	GIVES_PHYSICAL_DIAGNOSTIC	PHYS_GROUPED_P2_SHAPE_RESPONSE	reduced	O(3) isotropy and weak-axisymmetric b=3a pattern classify shape response.
MT_V2_01_PARENT_WALL_AUDIT	VALIDATES_IF_INCLUDED	MATH_WALL_MODAL_PDE	effective_closure_pass	Quadratic wall action supplies modal wall PDE.
MT_V2_01_PARENT_WALL_AUDIT	OPENS_GATE	OPEN_PARENT_PROMOTION_S_SIGMA	patch_required	Strict parent-level dynamic wall claim fails unless S_eta/S_Sigma is promoted.
MT_V2_01_PARENT_WALL_AUDIT	OPENS_GATE	OPEN_PARENT_PROMOTION_S_SIGMA	open patch	Strict parent-level wall dynamics fail unless S_eta/S_Sigma is added.
MT_V2_02_MAXWELL_GAUGE_AUDIT	AUDITS	MATH_MAXWELL_WEIGHTED_GAUGE_FIXING	status	Weighted gauge-fixing clarifies H=1 versus H=Z interpretations.
MT_V2_06_07_NEWTONIAN_UNIVERSALITY	VALIDATES_BACKBONE	PN_0_NEWTONIAN_HOOK	controlled	Projected continuity and Poisson hook support same-G Newtonian ledger.
MT_V2_08_BDG_SCHUR	VALIDATES	MATH_BDG_SCHUR_COMPLEMENT	reduced	Stable BdG modes produce Schur-complement support moments.
MT_V2_09_MAXWELL_MIXED_KERNEL	VALIDATES	MATH_MAXWELL_MIXED_KERNEL	reduced	Audits the Maxwell/mixed kernel and outgoing transfer factor.
MT_V2_10_HAMILTONIAN_STABILITY	GATES	MATH_MAXWELL_MIXED_KERNEL	mandatory	Adds internal-block, wall-softening, ghost/Krein, and dark-port failure modes.
MT_V2_11_GROUPED_PROJECTORS	FREEZES	MATH_GROUPED_PROJECTORS_GGRP	exact	Freezes grouped P2 trace/anomaly projectors.
MT_V2_12_STF_SOURCE_MAP	PROVES	MATH_STF_SOURCE_MAP	exact_angular	Closes angular source-map identity.
MT_V2_13_GROUPED_NORMALIZATION	DEFINES	MATH_FULL_BUNDLE_TARGET_SURFACE	exact_within_bundle	Defines normalized response, P0, P2, P4, target surface.
MT_V2_14_L2_OUTGOING	DERIVES	MATH_COMPACT_L2_OUTGOING_FINGERPRINT	exact_reduced	Derives compact outgoing l=2 fingerprint.
MT_V2_15_25PN_4PN_INTERFACE	INTERFACES	PN_2_5_QUAD_NARROWING	conditional	Relates moving-throat quadrupole branch to 2.5PN channel.
MT_V2_15_25PN_4PN_INTERFACE	INTERFACES	PN_4_LOCAL_TAIL	conditional	Relates same quadrupole branch to 4PN tail coefficient.
MT_V2_16_NO_REFIT	GOVERNS	OPEN_ACTUAL_BRANCH_EXPORTER	mandatory	Branch exporter must freeze protocol before target comparison.
MT_V2_17_WEAK_AXISYM	FREEZES	MATH_WEAK_AXISYM_SPLITTING	exact_first_order	Weak-axisymmetric first-order grouped signature.
MT_V2_18_MONOMIAL_ORBIT	DERIVES	MATH_MONOMIAL_QUOTIENT	exact_within_branch	Derives quotient coordinates and similarity-orbit split.
MT_V2_19_TARGET_SURFACE	FREEZES	MATH_FULL_BUNDLE_TARGET_SURFACE	exact_within_bundle	Freezes the target packet for actual-branch export.
MT_V2_20_WEAK_FORM_EXTRACTOR	PREPARES	MATH_WEAK_FORM_BRANCH_EXTRACTOR	prepared	Weak-form/Galerkin extraction schema.
MT_V2_20_WEAK_FORM_EXTRACTOR	PREPARES	OPEN_ACTUAL_BRANCH_EXPORTER	prepared	Weak-form extraction protocol is a preparation for actual branch exporter.
MT_V2_21_BRANCH_FIXTURE	TESTS	OPEN_EXECUTABLE_BRANCH_SOLVER	implemented	Fixture defines observable packets and built-in test branches.
MT_V2_22A_PROFILE_ADAPTER	FEEDS	MT_V2_21_BRANCH_FIXTURE	implemented	Profile adapter supplies coefficients to fixture extraction.
MT_V2_22B_SOLVER_SCHEMA	FEEDS	MT_V2_22A_PROFILE_ADAPTER	implemented	Solver export schema validates and feeds profile adapter.
MT_V2_22C_SMOKE_PIPELINE	PRECEDES	MT_V2_23_OPEN_BRANCH_SOLVER	implemented	Smoke pipeline precedes first real residual extraction.
MT_V2_23_OPEN_BRANCH_SOLVER	FEEDS_STATUS	MT_V2_26_STATUS	audit	Target-blind misses inform honest status boundary.
MT_V2_23_OPEN_BRANCH_SOLVER	DOES_NOT_CLOSE	OPEN_ACTUAL_BRANCH_EXPORTER	open	First target-blind simulated branch missed target; exporter still incomplete.
MT_V2_25_ACTUAL_BRANCH_PROTOCOL	REFINES	OPEN_ACTUAL_BRANCH_EXPORTER	open	Defines Packet A/B and no-refit actual branch protocol.
MT_V2_26_STATUS	DECLARES_NEXT_ARTIFACT	OPEN_ACTUAL_BRANCH_EXPORTER	open	Next required artifact is actual moving-throat branch packet.
MT_V2_26_STATUS	SUMMARIZES	OPEN_ACTUAL_BRANCH_EXPORTER	open	Current status: real audit work yes; completed one-PDE derivation no.
MT_V2_26_STATUS	DEFINES	TARGET_PACKET_A	open	Defines conservative/outgoing branch-output packet.
MT_V2_26_STATUS	DEFINES	TARGET_PACKET_B	open	Defines orbit-lock/weak-axisymmetric branch-output packet.
MT_V2_27_EXECUTABLE_AUDIT	SUPPORTS	MT_V2_26_STATUS	reproducibility	Executable harness supports audit claims but does not prove branch existence.
MT_V2_28_ONTOLOGY_CHECKLIST	ANCHORS	PHYS_BRANE_BULK_THROAT_DEFECT	paper-facing	Physical picture anchors the atlas ontology layer.
MT_V2_28_ONTOLOGY_CHECKLIST	PATCHES_LANGUAGE	PHYS_BRANE_BULK_THROAT_DEFECT	paper_facing	Paper-facing physical picture must be used consistently.
MT_V2_29_MATERIAL_GAP	ANCHORS	OPEN_MATERIAL_CLOSURE	open	Material closure gap defines open material gate.
MT_V2_30_EM_ONTOLOGY	OPENS_GATE	OPEN_MIXED_RECIRCULATION	open	Full recirculation/plumbing law remains future work.
MT_V2_30_EM_ONTOLOGY	ANCHORS	PHYS_CHARGE_BRANCH	paper-facing	EM ontology anchors charge dictionary.
MT_V2_30_EM_ONTOLOGY	ANCHORS	PHYS_MAGNETIC_VORTICAL_CIRCULATION	paper-facing	EM ontology anchors circulation/magnetism firewall.
MT_V2_30_EM_ONTOLOGY	PATCHES_LANGUAGE	PHYS_MIXED_EM_CORE	paper_facing	EM ontology/status keeps mixed channels live while respecting zero-mode reduction.
OPEN_ACTUAL_BRANCH_EXPORTER	NEEDS	OPEN_EXECUTABLE_BRANCH_SOLVER	open	Needs branch solver or analytic branch exporter.
OPEN_ACTUAL_BRANCH_EXPORTER	BLOCKED_BY	OPEN_MATERIAL_CLOSURE	open	Material closure gap may block actual moving-throat PDE branch.
OPEN_ACTUAL_BRANCH_EXPORTER	DEPENDS_ON	OPEN_MATERIAL_CLOSURE	open	Exporter may require material closure to select branch.
OPEN_ACTUAL_BRANCH_EXPORTER	DECOMPOSES_INTO	OPEN_N2_N4_MOMENT_SHAPE	open	Exporter must derive outgoing moment-shape controls.
OPEN_ACTUAL_BRANCH_EXPORTER	DECOMPOSES_INTO	OPEN_SOURCE_PORT_NORMALIZATION	open	Exporter must derive source/port normalization law.
OPEN_ACTUAL_BRANCH_EXPORTER	DECOMPOSES_INTO	OPEN_WEAK_AXISYM_ORBIT_LOCK	open	Exporter must derive weak-axisymmetric tangent/orbit-lock packet.
OPEN_ACTUAL_BRANCH_EXPORTER	MUST_REALIZE	TARGET_PACKET_A	open	Physical branch must output Packet A target-blind.
OPEN_ACTUAL_BRANCH_EXPORTER	MUST_REALIZE	TARGET_PACKET_B	open	Physical branch must output Packet B where relevant.
OPEN_LEPTON_SPIN_DISCRETIZER	DISTINGUISHES_FROM	PHYS_MAGNETIC_VORTICAL_CIRCULATION	open	Spin-like state must not reduce to ordinary orbital/vortical circulation.
OPEN_LEPTON_SPIN_DISCRETIZER	MAY_DEPEND_ON	PHYS_MIXED_EM_CORE	conditional	Lepton same-charge route likely depends on mixed-sector internal structure.
OPEN_MATERIAL_CLOSURE	OWNED_BY	MT_V2_29_MATERIAL_GAP	open	V2-29 records the material closure gap.
OPEN_PARENT_PROMOTION_S_SIGMA	REQUIRES	MATH_PARENT_ACTION_PROMOTED	open	Parent-complete statement needs S_Sigma.
OPEN_PARENT_PROMOTION_S_SIGMA	REFINES_TO	OPEN_NONLINEAR_S_SIGMA	open	Best patch is a nonlinear S_Sigma whose quadratic limit is S_eta^(2).
OPEN_QUAD_NORMALIZATION	INCLUDED_IN	TARGET_PACKET_A	open	Quadrupole normalization appears as P0/N0/D0 condition in Packet A.
PHYS_BRANCH_EXPORTER	GROUNDS_PHYSICAL_MEANING	CLAIM_BRANCH_EXPORTER_REQUIRED	open_actual_branch	Physical ontology object grounded by this claim.
PHYS_BRANE_BULK_THROAT_DEFECT	GROUNDS_PHYSICAL_MEANING	CLAIM_1PN_EIH_WITHIN_HIERARCHY	exact_assembly_within_closure	Physical ontology object grounded by this claim.
PHYS_BRANE_BULK_THROAT_DEFECT	GROUNDS_PHYSICAL_MEANING	CLAIM_LEPTON_MASS_REDUCED_LEDGER	reduced_closure_theorem_open_scale	Physical ontology object grounded by this claim.
PHYS_BRANE_BULK_THROAT_DEFECT	GROUNDS_PHYSICAL_MEANING	CLAIM_RESPONSE_READOUT_DISCIPLINE	paper_facing_ontology_discipline	Physical ontology object grounded by this claim.
PHYS_BRANE_BULK_THROAT_DEFECT	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE1_GEOMETRY_LIFT	effective_geometry_lift	Physical ontology object grounded by this claim.
PHYS_BRANE_BULK_THROAT_DEFECT	REPRESENTED_BY	MATH_SIGMA_R_FIELD	effective closure	Finite throat geometry represented by Sigma=r-R.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_PART	PHYS_INTERIOR_SUPPORT	ontology	Interior carries axial/cavity support.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_PART	PHYS_INTERIOR_SUPPORT	physical	Interior support/cavity region extends into bulk.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_PART	PHYS_MOUTH_CROSS_SECTION	ontology	Mouth is brane entrance cross-section.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_PART	PHYS_MOUTH_CROSS_SECTION	physical	Mouth is the brane-side cross-section.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_BOUNDARY_CLASS	PHYS_OPEN_CONDUIT	effective branch	Physical branch is open finite-radius conduit.
PHYS_BRANE_BULK_THROAT_DEFECT	HAS_BOUNDARY_FEATURE	PHYS_OPEN_FINITE_EXIT	physical	Open finite exit is part of the updated physical picture.
PHYS_BRANE_OBSERVER	GROUNDS_PHYSICAL_MEANING	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	reduced_sector_consequence	Physical ontology object grounded by this claim.
PHYS_BRANE_OBSERVER	GROUNDS_PHYSICAL_MEANING	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	exact_projection_plus_controlled_hook	Physical ontology object grounded by this claim.
PHYS_BRANE_OBSERVER	GROUNDS_PHYSICAL_MEANING	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	controlled_reduction	Physical ontology object grounded by this claim.
PHYS_BRANE_OBSERVER	DEFINED_BY	MATH_W_PROJECTION	exact	Projection kernel defines brane observables.
PHYS_BULK_ARENA	GROUNDS_PHYSICAL_MEANING	CLAIM_PARENT_ACTION_CURRENT_EXACT	exact_parent_current	Physical ontology object grounded by this claim.
PHYS_BULK_ARENA	HOSTS	MATH_PARENT_ACTION_CURRENT	exact	Parent action lives on the 4+1 bulk arena.
PHYS_CHARGE_BRANCH	GROUNDS_PHYSICAL_MEANING	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	reduced_sector_consequence	Physical ontology object grounded by this claim.
